19,000000 2,000000 0,645000 3,008000 20,121000 1,180000 21,000000 2,005000 59,000000
7,000000 1,000000 0,501000 2,862000 20,678000 0,891000 16,000000 1,040000 46,000000
7,000000 2,000000 0,827000 2,997000 20,238000 1,195000 26,000000 1,847000 61,000000
6,000000 2,000000 0,498000 2,933000 19,821000 1,258000 28,000000 1,505000 66,000000
7,000000 2,000000 0,513000 2,880000 20,411000 1,209000 26,000000 1,854000 59,000000
8,000000 1,000000 0,505000 2,898000 16,764000 0,916000 18,000000 1,036000 41,000000
6,000000 2,000000 0,737000 3,220000 20,613000 1,192000 23,000000 1,828000 60,000000
7,000000 2,000000 0,502000 2,887000 20,336000 0,993000 17,000000 1,158000 46,000000
7,000000 1,000000 0,811000 3,225000 20,379000 1,244000 21,000000 1,967000 60,000000
7,000000 2,000000 0,501000 2,898000 19,941000 1,277000 26,000000 1,386000 66,000000
7,000000 2,000000 0,547000 2,887000 20,365000 1,129000 23,000000 1,973000 66,000000
7,000000 2,000000 0,734000 3,748000 20,782000 1,358000 22,000000 1,394000 62,000000
8,000000 2,000000 0,692000 3,012000 20,762000 1,295000 26,000000 1,887000 60,000000
7,000000 1,000000 0,502000 2,902000 20,895000 0,895000 18,000000 1,032000 40,000000
6,000000 2,000000 0,793000 3,012000 20,208000 1,179000 20,000000 1,955000 62,000000
7,000000 2,000000 0,910000 2,984000 22,124000 0,937000 18,000000 1,505000 60,000000
7,000000 2,000000 0,660000 3,741000 19,196000 1,202000 23,000000 1,798000 50,000000
7,000000 1,000000 0,842000 4,158000 17,916000 1,196000 23,000000 1,530000 63,000000
7,000000 1,000000 0,622000 4,165000 20,481000 1,226000 23,000000 1,560000 42,000000
7,000000 1,000000 0,496000 2,873000 20,709000 1,215000 25,000000 1,581000 59,000000
8,000000 1,000000 0,514000 2,852000 21,933000 0,945000 19,000000 1,561000 46,000000
9,000000 2,000000 0,731000 3,074000 19,434000 0,911000 19,000000 1,069000 43,000000
9,000000 2,000000 0,735000 3,377000 16,243000 0,941000 16,000000 1,422000 45,000000
7,000000 2,000000 0,813000 3,119000 22,427000 0,904000 20,000000 4,449000 45,000000
7,000000 1,000000 0,507000 3,873000 17,388000 0,857000 19,000000 1,450000 47,000000
8,000000 2,000000 0,763000 3,203000 20,450000 1,228000 26,000000 1,392000 60,000000
7,000000 2,000000 0,758000 3,076000 20,373000 1,320000 26,000000 1,831000 59,000000
6,000000 1,000000 0,500000 2,866000 19,339000 1,197000 25,000000 1,357000 60,000000
5,000000 2,000000 0,513000 2,881000 20,602000 1,195000 23,000000 1,899000 57,000000
6,000000 2,000000 0,501000 2,887000 21,802000 1,197000 27,000000 1,406000 58,000000
7,000000 2,000000 0,735000 2,990000 19,940000 1,282000 25,000000 1,895000 59,000000
7,000000 2,000000 0,515000 2,981000 20,806000 1,327000 24,000000 1,384000 60,000000
21,000000 2,000000 0,596000 2,983000 20,844000 1,174000 28,000000 1,949000 60,000000
7,000000 1,000000 0,504000 2,894000 19,793000 1,022000 18,000000 1,054000 44,000000
8,000000 2,000000 0,929000 2,908000 20,322000 1,292000 25,000000 1,908000 60,000000
6,000000 2,000000 0,504000 2,904000 20,940000 1,212000 64,000000 1,440000 60,000000
7,000000 2,000000 0,561000 3,093000 20,295000 1,167000 26,000000 1,953000 60,000000
11,000000 2,000000 0,595000 3,006000 19,177000 1,216000 26,000000 1,368000 66,000000
7,000000 2,000000 0,542000 2,869000 20,176000 1,189000 26,000000 1,901000 56,000000
24,000000 1,000000 0,502000 2,896000 20,137000 0,931000 19,000000 1,073000 45,000000
10,000000 3,000000 0,607000 3,138000 20,608000 1,251000 21,000000 1,889000 60,000000
6,000000 2,000000 0,504000 2,881000 19,895000 1,154000 26,000000 1,399000 62,000000
6,000000 2,000000 0,525000 2,857000 20,063000 1,259000 21,000000 1,862000 61,000000
6,000000 1,000000 0,503000 2,893000 20,501000 0,692000 22,000000 0,862000 35,000000
19,000000 2,000000 0,644000 2,947000 20,134000 0,908000 18,000000 1,511000 47,000000
7,000000 2,000000 0,504000 2,879000 19,457000 1,171000 23,000000 1,511000 62,000000
7,000000 1,000000 0,507000 2,859000 17,936000 1,280000 21,000000 1,916000 59,000000
6,000000 1,000000 0,516000 2,898000 20,428000 1,168000 18,000000 1,176000 47,000000
7,000000 1,000000 0,815000 2,897000 20,466000 1,257000 43,000000 1,919000 62,000000
7,000000 1,000000 0,512000 2,881000 20,334000 1,072000 16,000000 1,468000 63,000000
6,000000 2,000000 0,519000 2,915000 21,204000 1,034000 21,000000 1,816000 39,000000
5,000000 1,000000 0,526000 3,971000 18,276000 1,224000 22,000000 1,412000 63,000000
10,000000 2,000000 0,827000 3,582000 20,478000 1,196000 25,000000 2,044000 60,000000
8,000000 1,000000 0,706000 2,910000 20,578000 1,235000 26,000000 1,393000 60,000000
16,000000 1,000000 0,901000 3,053000 20,511000 1,210000 53,000000 1,881000 48,000000
6,000000 1,000000 0,509000 2,880000 20,619000 1,211000 25,000000 1,460000 57,000000
7,000000 1,000000 0,553000 3,033000 21,071000 1,202000 23,000000 2,033000 60,000000
8,000000 2,000000 0,511000 3,036000 19,375000 0,956000 16,000000 1,421000 45,000000
6,000000 1,000000 0,624000 2,933000 20,893000 1,366000 28,000000 1,851000 65,000000
6,000000 1,000000 0,500000 2,887000 19,288000 0,694000 12,000000 0,945000 35,000000
9,000000 2,000000 0,533000 2,913000 20,226000 1,221000 25,000000 1,832000 67,000000
8,000000 1,000000 0,516000 2,864000 20,855000 1,198000 23,000000 1,377000 62,000000
6,000000 2,000000 0,538000 2,961000 20,127000 1,203000 18,000000 1,950000 60,000000
6,000000 1,000000 0,513000 2,861000 19,497000 0,936000 22,000000 1,117000 44,000000
7,000000 1,000000 0,502000 3,022000 20,292000 1,192000 15,000000 1,736000 46,000000
7,000000 1,000000 0,506000 2,961000 23,362000 1,331000 21,000000 1,384000 60,000000
8,000000 1,000000 0,594000 3,000000 20,549000 1,165000 21,000000 1,973000 67,000000
7,000000 2,000000 0,500000 2,878000 20,880000 1,192000 20,000000 1,545000 59,000000
7,000000 2,000000 0,871000 2,924000 20,879000 1,184000 25,000000 1,904000 60,000000
5,000000 2,000000 0,736000 2,903000 21,800000 1,207000 26,000000 1,450000 62,000000
13,000000 2,000000 0,727000 2,959000 20,192000 1,206000 25,000000 2,003000 62,000000
7,000000 1,000000 0,500000 2,906000 20,564000 1,227000 25,000000 1,386000 59,000000
6,000000 2,000000 0,635000 3,410000 20,443000 1,233000 23,000000 2,428000 68,000000
8,000000 1,000000 0,564000 2,911000 20,935000 1,220000 29,000000 1,409000 105,000000
7,000000 1,000000 0,952000 3,027000 20,314000 1,164000 36,000000 1,870000 59,000000
7,000000 1,000000 0,501000 2,865000 20,020000 1,203000 30,000000 1,504000 59,000000
9,000000 3,000000 0,563000 2,980000 20,525000 1,239000 21,000000 1,822000 90,000000
7,000000 1,000000 0,521000 2,855000 18,992000 0,848000 14,000000 1,206000 62,000000
10,000000 2,000000 0,661000 3,004000 20,295000 1,207000 25,000000 1,821000 60,000000
7,000000 1,000000 0,515000 2,955000 20,820000 1,236000 25,000000 1,510000 60,000000
8,000000 1,000000 0,586000 3,000000 20,393000 1,336000 23,000000 1,750000 53,000000
6,000000 1,000000 0,499000 2,952000 20,447000 1,333000 25,000000 1,398000 62,000000
7,000000 1,000000 0,500000 2,991000 19,378000 0,993000 18,000000 1,403000 45,000000
6,000000 1,000000 0,501000 2,968000 20,160000 1,204000 25,000000 1,385000 57,000000
7,000000 2,000000 0,569000 2,958000 20,199000 0,837000 20,000000 3,060000 90,000000
7,000000 1,000000 0,498000 2,925000 16,620000 0,968000 16,000000 1,396000 48,000000
19,000000 1,000000 0,589000 3,362000 20,419000 1,348000 20,000000 1,848000 61,000000
6,000000 1,000000 0,505000 3,239000 19,968000 1,197000 20,000000 1,932000 64,000000
7,000000 1,000000 0,792000 2,925000 20,428000 1,185000 28,000000 1,931000 61,000000
7,000000 2,000000 0,541000 3,501000 20,049000 1,261000 32,000000 1,833000 131,000000
7,000000 2,000000 0,518000 3,088000 20,287000 1,196000 26,000000 1,778000 61,000000
8,000000 2,000000 0,641000 3,572000 19,962000 1,255000 29,000000 1,851000 66,000000
9,000000 2,000000 0,514000 3,078000 20,429000 1,214000 25,000000 1,783000 66,000000
8,000000 1,000000 0,522000 3,053000 19,978000 1,188000 22,000000 1,874000 67,000000
7,000000 2,000000 0,501000 3,110000 20,309000 1,199000 21,000000 1,738000 100,000000
6,000000 1,000000 0,500000 3,159000 20,135000 1,188000 30,000000 1,842000 62,000000
6,000000 1,000000 0,510000 3,183000 21,715000 1,203000 28,000000 1,854000 63,000000
19,000000 2,000000 0,610000 3,185000 19,852000 0,829000 20,000000 1,505000 47,000000
7,000000 2,000000 0,574000 3,125000 20,537000 1,191000 20,000000 1,849000 60,000000
6,000000 2,000000 0,505000 3,097000 20,424000 1,212000 26,000000 1,865000 65,000000
8,000000 2,000000 0,523000 3,579000 20,405000 1,193000 23,000000 1,767000 65,000000
9,000000 2,000000 0,515000 3,248000 19,967000 1,183000 26,000000 1,889000 60,000000
5,000000 1,000000 0,503000 3,248000 20,140000 1,310000 21,000000 1,769000 66,000000
5,000000 1,000000 0,502000 3,055000 20,214000 1,200000 22,000000 1,777000 63,000000
8,000000 2,000000 0,687000 3,093000 20,284000 1,292000 21,000000 1,762000 60,000000
7,000000 2,000000 0,506000 3,168000 20,167000 1,187000 26,000000 1,622000 85,000000
8,000000 2,000000 0,583000 3,004000 19,482000 1,232000 25,000000 1,855000 52,000000
5,000000 2,000000 0,502000 2,888000 19,739000 1,231000 26,000000 1,865000 65,000000
7,000000 2,000000 0,627000 3,555000 20,389000 1,313000 23,000000 1,748000 66,000000
8,000000 1,000000 0,643000 3,098000 20,271000 1,208000 30,000000 1,843000 63,000000
7,000000 2,000000 0,688000 3,039000 20,323000 1,247000 20,000000 1,803000 61,000000
7,000000 2,000000 0,507000 3,265000 20,340000 1,192000 29,000000 1,901000 63,000000
6,000000 2,000000 0,660000 2,992000 20,267000 1,236000 25,000000 1,799000 62,000000
7,000000 2,000000 0,504000 3,274000 20,244000 1,171000 29,000000 1,770000 93,000000
8,000000 2,000000 0,517000 3,632000 20,440000 1,385000 21,000000 1,771000 60,000000
16,000000 4,000000 1,018000 2,909000 20,008000 1,180000 25,000000 1,487000 61,000000
